word,katakana,part_of_speech,conjugation_type,conjugated_form_example
巻きつく,マキツク,動詞-一般,五段-カ行-一般,連用形-イ音便
護岸,ゴガン,名詞-普通名詞-一般,0,0
ひょうきん,ヒョウキン,形状詞-一般,0,0
国造,コクゾウ,名詞-普通名詞-一般,0,0
ぐらつく,グラツク,動詞-一般,五段-カ行-一般,連用形-イ音便
よどみ,ヨドミ,名詞-普通名詞-一般,0,0
起き出す,オキダス,動詞-一般,五段-サ行,連用形-一般
羊飼い,ヒツジカイ,名詞-普通名詞-一般,0,0
宗主,ソウシュ,名詞-普通名詞-一般,0,0
じらす,ジラス,動詞-一般,五段-サ行,連体形-一般
摂食,セッショク,名詞-普通名詞-一般,0,0
歯並び,ハナラビ,名詞-普通名詞-一般,0,0
染む,シム,動詞-一般,五段-マ行,未然形-一般
脈打つ,ミャクウツ,動詞-一般,五段-タ行,連用形-促音便
別姓,ベッセイ,名詞-普通名詞-一般,0,0
肉厚,ニクアツ,形状詞-一般,0,0
参政,サンセイ,名詞-普通名詞-一般,0,0
だましとる,ダマシトル,動詞-一般,五段-ラ行-一般,未然形-一般
次点,ジテン,名詞-普通名詞-一般,0,0
研磨,ケンマ,名詞-普通名詞-サ変可能,0,0
敵艦,テキカン,名詞-普通名詞-一般,0,0
心療,シンリョウ,名詞-普通名詞-一般,0,0
立ち回る,タチマワル,動詞-一般,五段-ラ行-一般,連用形-促音便
暴君,ボウクン,名詞-普通名詞-一般,0,0
離別,リベツ,名詞-普通名詞-サ変可能,0,0
喪中,モチュウ,名詞-普通名詞-一般,0,0
語う,カタラウ,動詞-一般,五段-ワア行-一般,連用形-一般
せこい,セコイ,形容詞-一般,形容詞,終止形-一般
あい色,アイイロ,名詞-普通名詞-一般,0,0
とくと,トクト,副詞,0,0
斗,#N/A,接尾辞-名詞的-助数詞,0,0
ウイル,ウイル,名詞-普通名詞-一般,0,0
みぞれ,ミゾレ,名詞-普通名詞-一般,0,0
卵黄,ランオウ,名詞-普通名詞-一般,0,0
ミカン,ミカン,名詞-普通名詞-一般,0,0
ジグザグ,ジグザグ,形状詞-一般,0,0
言いつけ,イイツケ,名詞-普通名詞-一般,0,0
いたわり,イタワリ,名詞-普通名詞-一般,0,0
シェルター,シェルター,名詞-普通名詞-一般,0,0
リップ,リップ,名詞-普通名詞-一般,0,0
有毒,ユウドク,名詞-普通名詞-形状詞可能,0,0
コーポレーション,コーポレーション,名詞-普通名詞-一般,0,0
生かす,イカス,動詞-一般,五段-サ行,未然形-一般
上々,ジョウジョウ,形状詞-一般,0,0
まっぴら,マッピラ,副詞,0,0
ガッツ,ガッツ,名詞-普通名詞-一般,0,0
微弱,ビジャク,名詞-普通名詞-形状詞可能,0,0
滞り,トドコオリ,名詞-普通名詞-一般,0,0
踏み外す,フミハズス,動詞-一般,五段-サ行,連用形-一般
焼け残る,ヤケノコル,動詞-一般,五段-ラ行-一般,連用形-促音便
乳呑,チノミ,名詞-普通名詞-一般,0,0
上目,ウワメ,名詞-普通名詞-一般,0,0
＊,カンヨウ,名詞-普通名詞-サ変可能,0,0
予後,ヨゴ,名詞-普通名詞-一般,0,0
性愛,セイアイ,名詞-普通名詞-一般,0,0
飛び抜ける,トビヌケル,動詞-一般,下一段-カ行,連用形-一般
ジュー,ジュー,名詞-普通名詞-一般,0,0
ままごと,ママゴト,名詞-普通名詞-一般,0,0
行脚,アンギャ,名詞-普通名詞-サ変可能,0,0
打ちひしぐ,ウチヒシグ,動詞-一般,五段-ガ行,未然形-一般
演壇,エンダン,名詞-普通名詞-一般,0,0
美談,ビダン,名詞-普通名詞-一般,0,0
ＦＤ,フロッピーディスク,名詞-普通名詞-一般,0,0
草創,ソウソウ,名詞-普通名詞-一般,0,0
独力,ドクリョク,名詞-普通名詞-一般,0,0
奇想,キソウ,名詞-普通名詞-一般,0,0
縁故,エンコ,名詞-普通名詞-一般,0,0
体長,タイチョウ,名詞-普通名詞-一般,0,0
刺青,シセイ,名詞-普通名詞-一般,0,0
三振,サンシン,名詞-普通名詞-サ変可能,0,0
零下,レイカ,名詞-普通名詞-一般,0,0
バッシング,バッシング,名詞-普通名詞-一般,0,0
破棄,ハキ,名詞-普通名詞-一般,0,0
つり下げる,ツリサゲル,動詞-一般,下一段-ガ行,連用形-一般
矢じり,ヤジリ,名詞-普通名詞-一般,0,0
歓談,カンダン,名詞-普通名詞-サ変可能,0,0
遠因,エンイン,名詞-普通名詞-一般,0,0
反共,ハンキョウ,名詞-普通名詞-一般,0,0
＊,ホウコウ,名詞-普通名詞-サ変可能,0,0
ちぎる,チギル,動詞-一般,五段-ラ行-一般,連用形-一般
バラード,バラード,名詞-普通名詞-一般,0,0
ナッツ,ナッツ,名詞-普通名詞-一般,0,0
小回り,コマワリ,名詞-普通名詞-一般,0,0
決裂,ケツレツ,名詞-普通名詞-サ変可能,0,0
刃向かう,ハムカウ,動詞-一般,五段-ワア行-一般,連体形-一般
乗り心地,ノリゴコチ,名詞-普通名詞-一般,0,0
青み,アオミ,名詞-普通名詞-一般,0,0
神体,シンタイ,名詞-普通名詞-一般,0,0
隔壁,カクヘキ,名詞-普通名詞-一般,0,0
トーナメント,トーナメント,名詞-普通名詞-一般,0,0
人知,ジンチ,名詞-普通名詞-一般,0,0
どよめき,ドヨメキ,名詞-普通名詞-一般,0,0
愚行,グコウ,名詞-普通名詞-一般,0,0
じつげつ,ジツゲツ,名詞-普通名詞-一般,0,0
土豪,ドゴウ,名詞-普通名詞-一般,0,0
きなこ,キナコ,名詞-普通名詞-一般,0,0
甘受,カンジュ,名詞-普通名詞-サ変可能,0,0
毒素,ドクソ,名詞-普通名詞-一般,0,0
上面,ジョウメン,名詞-普通名詞-一般,0,0
陽明,ヨウメイ,名詞-普通名詞-一般,0,0
おぼしい,オボシイ,形容詞-一般,形容詞,連体形-一般
除雪,ジョセツ,名詞-普通名詞-サ変可能,0,0
検非違使,ケビイシ,名詞-普通名詞-一般,0,0
軟,ナン,接頭辞,0,0
くしゃくしゃ,クシャクシャ,副詞,0,0
心外,シンガイ,形状詞-一般,0,0
切り返す,キリカエス,動詞-一般,五段-サ行,連用形-一般
しおり,シオリ,名詞-普通名詞-一般,0,0
釜井,カマイ,名詞-普通名詞-一般,0,0
精舎,ショウジャ,名詞-普通名詞-一般,0,0
がちゃん,ガチャン,副詞,0,0
やみ市,ヤミイチ,名詞-普通名詞-一般,0,0
オカルト,オカルト,名詞-普通名詞-一般,0,0
域内,イキナイ,名詞-普通名詞-一般,0,0
葬送,ソウソウ,名詞-普通名詞-一般,0,0
度量,ドリョウ,名詞-普通名詞-一般,0,0
なり,ナリ,名詞-普通名詞-一般,0,0
引っ込み,ヒッコミ,名詞-普通名詞-一般,0,0
時流,ジリュウ,名詞-普通名詞-一般,0,0
エディション,エディション,名詞-普通名詞-一般,0,0
ルックス,ルックス,名詞-普通名詞-一般,0,0
つむじ風,ツムジカゼ,名詞-普通名詞-一般,0,0
珍味,チンミ,名詞-普通名詞-一般,0,0
パビリオン,パビリオン,名詞-普通名詞-一般,0,0
メンタリティー,メンタリティー,名詞-普通名詞-一般,0,0
編制,ヘンセイ,名詞-普通名詞-サ変可能,0,0
いたるところ,イタルトコロ,名詞-普通名詞-一般,0,0
逸品,イッピン,名詞-普通名詞-一般,0,0
帝都,テイト,名詞-普通名詞-一般,0,0
奪い合う,ウバイアウ,動詞-一般,五段-ワア行-一般,連体形-一般
たく,タク,名詞-普通名詞-一般,0,0
演芸,エンゲイ,名詞-普通名詞-一般,0,0
大公,タイコウ,名詞-普通名詞-一般,0,0
オゾン,オゾン,名詞-普通名詞-一般,0,0
＊,ロク,名詞-普通名詞-一般,0,0
巨匠,キョショウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,形状詞-一般,0,0
暴虐,ボウギャク,名詞-普通名詞-形状詞可能,0,0
敷物,シキモノ,名詞-普通名詞-一般,0,0
事足りる,コトタリル,動詞-一般,上一段-ラ行,終止形-一般
押し戻す,オシモドス,動詞-一般,五段-サ行,未然形-一般
締め上げる,シメアゲル,動詞-一般,下一段-ガ行,未然形-一般
特捜,トクソウ,名詞-普通名詞-一般,0,0
ダイオード,ダイオード,名詞-普通名詞-一般,0,0
バリケード,バリケード,名詞-普通名詞-一般,0,0
立ち上がり,タチアガリ,名詞-普通名詞-一般,0,0
返金,ヘンキン,名詞-普通名詞-サ変可能,0,0
カラット,カラット,副詞,0,0
大店,オオダナ,名詞-普通名詞-一般,0,0
駅長,エキチョウ,名詞-普通名詞-一般,0,0
門出,カドデ,名詞-普通名詞-サ変可能,0,0
鉄骨,テッコツ,名詞-普通名詞-一般,0,0
老婆,ロウバ,名詞-普通名詞-一般,0,0
つるむ,ツルム,動詞-一般,五段-マ行,連用形-撥音便
初任,ショニン,名詞-普通名詞-一般,0,0
陰険,インケン,形状詞-一般,0,0
基点,キテン,名詞-普通名詞-一般,0,0
青蓮,ショウレン,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
擦り切れる,スリキレル,動詞-一般,下一段-ラ行-一般,連用形-一般
鮮烈,センレツ,形状詞-一般,0,0
つと,ツト,副詞,0,0
売り買い,ウリカイ,名詞-普通名詞-サ変可能,0,0
土建,ドケン,名詞-普通名詞-一般,0,0
＊,コウシ,名詞-普通名詞-一般,0,0
不治,フジ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
役柄,ヤクガラ,名詞-普通名詞-一般,0,0
ぬぐいさる,ヌグイサル,動詞-一般,下一段-ラ行-一般,未然形-一般
取り,トリ,名詞-普通名詞-一般,0,0
ずっしり,ズッシリ,副詞,0,0
鼓吹,コスイ,名詞-普通名詞-サ変可能,0,0
チルドレン,チルドレン,名詞-普通名詞-一般,0,0
泣く泣く,ナクナク,副詞,0,0
後略,コウリャク,名詞-普通名詞-一般,0,0
パラダイス,パラダイス,名詞-普通名詞-一般,0,0
書き表す,カキアラワス,動詞-一般,五段-サ行,連用形-一般
チクチク,チクチク,副詞,0,0
虚弱,キョジャク,名詞-普通名詞-形状詞可能,0,0
ポツリポツリ,ポツリポツリ,副詞,0,0
花柄,ハナガラ,名詞-普通名詞-一般,0,0
エンター,エンター,名詞-普通名詞-一般,0,0
気色,キショク,名詞-普通名詞-一般,0,0
かがり火,カガリビ,名詞-普通名詞-一般,0,0
手習い,テナライ,名詞-普通名詞-一般,0,0
ヨモギ,ヨモギ,名詞-普通名詞-一般,0,0
合名,ゴウメイ,名詞-普通名詞-一般,0,0
心筋,シンキン,名詞-普通名詞-一般,0,0
殊勝,シュショウ,形状詞-一般,0,0
急病,キュウビョウ,名詞-普通名詞-一般,0,0
改組,カイソ,名詞-普通名詞-サ変可能,0,0
メトロ,メトロ,名詞-普通名詞-一般,0,0
妻女,サイジョ,名詞-普通名詞-一般,0,0
連署,レンショ,名詞-普通名詞-サ変可能,0,0
丸印,マルジルシ,名詞-普通名詞-一般,0,0
作り物,ツクリモノ,名詞-普通名詞-一般,0,0
隊列,タイレツ,名詞-普通名詞-一般,0,0
近来,キンライ,名詞-普通名詞-一般,0,0
うずたかい,ウズタカイ,形容詞-一般,形容詞,語幹-一般
試料,シリョウ,名詞-普通名詞-一般,0,0
焼き払う,ヤキハラウ,動詞-一般,五段-ワア行-一般,連用形-促音便
適法,テキホウ,名詞-普通名詞-一般,0,0
キャリー,キャリー,名詞-普通名詞-一般,0,0
けた外れ,ケタハズレ,形状詞-一般,0,0
読み取り,ヨミトリ,名詞-普通名詞-一般,0,0
のたまう,ノタマウ,動詞-一般,五段-ワア行-一般,終止形-一般
敷衍,フエン,名詞-普通名詞-サ変可能,0,0
存外,ゾンガイ,形状詞-一般,0,0
赤旗,アカハタ,名詞-普通名詞-一般,0,0
余波,ヨハ,名詞-普通名詞-一般,0,0
減免,ゲンメン,名詞-普通名詞-サ変可能,0,0
夏季,カキ,名詞-普通名詞-一般,0,0
割増,ワリマシ,名詞-普通名詞-一般,0,0
若菜,ワカナ,名詞-普通名詞-一般,0,0
かかりつけ,カカリツケ,名詞-普通名詞-一般,0,0
空調,クウチョウ,名詞-普通名詞-一般,0,0
ＩＳＤＮ,アイエスディーエヌ,名詞-普通名詞-一般,0,0
ＧＷ,ゴールデンウィーク,名詞-普通名詞-一般,0,0
披瀝,ヒレキ,名詞-普通名詞-サ変可能,0,0
適所,テキショ,名詞-普通名詞-一般,0,0
少なめ,スクナメ,形状詞-一般,0,0
御する,ギョスル,動詞-一般,五段-サ行,未然形-一般
むかむか,ムカムカ,副詞,0,0
内膜,ナイマク,名詞-普通名詞-一般,0,0
罹患,リカン,名詞-普通名詞-サ変可能,0,0
相克,ソウコク,名詞-普通名詞-サ変可能,0,0
着せる,キセル,名詞-普通名詞-一般,0,0
修養,シュウヨウ,名詞-普通名詞-サ変可能,0,0
be,ビィー,名詞-普通名詞-一般,0,0
別れ際,ワカレギワ,名詞-普通名詞-一般,0,0
中公,チュウコウ,名詞-普通名詞-一般,0,0
ペテン,ペテン,名詞-普通名詞-一般,0,0
落雷,ラクライ,名詞-普通名詞-サ変可能,0,0
虚像,キョゾウ,名詞-普通名詞-一般,0,0
了見,リョウケン,名詞-普通名詞-サ変可能,0,0
凍てつく,イテツク,動詞-一般,五段-カ行-一般,連体形-一般
隠滅,インメツ,名詞-普通名詞-サ変可能,0,0
はいはい,ハイハイ,名詞-普通名詞-一般,0,0
積載,セキサイ,名詞-普通名詞-サ変可能,0,0
重箱,ジュウバコ,名詞-普通名詞-一般,0,0
＊,ソウソウ,形状詞-タリ,0,0
＊,ゴン,名詞-普通名詞-一般,0,0
盲腸,モウチョウ,名詞-普通名詞-一般,0,0
＊,ヘントウ,名詞-普通名詞-一般,0,0
本源,ホンゲン,名詞-普通名詞-一般,0,0
復唱,フクショウ,名詞-普通名詞-サ変可能,0,0
オリジナリティー,オリジナリティー,名詞-普通名詞-一般,0,0
ヘド,ヘド,名詞-普通名詞-一般,0,0
疑義,ギギ,名詞-普通名詞-一般,0,0
しっくい,シックイ,名詞-普通名詞-一般,0,0
ピクピク,ピクピク,副詞,0,0
練り,ネリ,名詞-普通名詞-一般,0,0
もったいぶる,モッタイブル,動詞-一般,五段-ラ行-一般,連用形-促音便
酋長,シュウチョウ,名詞-普通名詞-一般,0,0
銀山,ギンザン,名詞-普通名詞-一般,0,0
＊,センベツ,名詞-普通名詞-一般,0,0
漁,アサリ,名詞-普通名詞-一般,0,0
廃藩,ハイハン,名詞-普通名詞-一般,0,0
言霊,コトダマ,名詞-普通名詞-一般,0,0
教理,キョウリ,名詞-普通名詞-一般,0,0
魔神,マジン,名詞-普通名詞-一般,0,0
歌唱,カショウ,名詞-普通名詞-サ変可能,0,0
積み木,ツミキ,名詞-普通名詞-一般,0,0
和する,ワスル,動詞-一般,サ行変格,連用形-一般
報恩,ホウオン,名詞-普通名詞-一般,0,0
通りがかり,トオリガカリ,名詞-普通名詞-一般,0,0
がい然,ガイゼン,名詞-普通名詞-一般,0,0
潤沢,ジュンタク,名詞-普通名詞-形状詞可能,0,0
死に絶える,シニタエル,動詞-一般,下一段-ア行,連用形-一般
右利き,ミギキキ,名詞-普通名詞-一般,0,0
植生,ショクセイ,名詞-普通名詞-一般,0,0
芸名,ゲイメイ,名詞-普通名詞-一般,0,0
こっくり,コックリ,名詞-普通名詞-一般,0,0
乗り遅れる,ノリオクレル,動詞-一般,下一段-ラ行-一般,終止形-一般
よがる,ヨガル,動詞-一般,五段-ラ行-一般,連用形-一般
レザー,レザー,名詞-普通名詞-一般,0,0
ちょこんと,チョコント,副詞,0,0
発露,ハツロ,名詞-普通名詞-サ変可能,0,0
ブンブン,ブンブン,副詞,0,0
デラ,デラ,名詞-普通名詞-一般,0,0
己が,オノガ,連体詞,0,0
カーニバル,カーニバル,名詞-普通名詞-一般,0,0
伍長,ゴチョウ,名詞-普通名詞-一般,0,0
機銃,キジュウ,名詞-普通名詞-一般,0,0
大意,タイイ,名詞-普通名詞-一般,0,0
泊まり込む,トマリコム,動詞-一般,五段-マ行,連用形-一般
聞き逃す,キキノガス,動詞-一般,五段-サ行,未然形-一般
巡り合わせ,メグリアワセ,名詞-普通名詞-一般,0,0
マトリックス,マトリックス,名詞-普通名詞-一般,0,0
御曹司,オンゾウシ,名詞-普通名詞-一般,0,0
霊媒,レイバイ,名詞-普通名詞-一般,0,0
とんと,トント,副詞,0,0
談義,ダンギ,名詞-普通名詞-サ変可能,0,0
空き巣,アキス,名詞-普通名詞-一般,0,0
急用,キュウヨウ,名詞-普通名詞-一般,0,0
順当,ジュントウ,形状詞-一般,0,0
純朴,ジュンボク,名詞-普通名詞-形状詞可能,0,0
船尾,センビ,名詞-普通名詞-一般,0,0
ろうと,ロウト,名詞-普通名詞-一般,0,0
失禁,シッキン,名詞-普通名詞-サ変可能,0,0
賛意,サンイ,名詞-普通名詞-一般,0,0
画伯,ガハク,名詞-普通名詞-一般,0,0
舎人,トネリ,名詞-普通名詞-一般,0,0
建て替え,タテカエ,名詞-普通名詞-サ変可能,0,0
清澄,セイチョウ,名詞-普通名詞-形状詞可能,0,0
重油,ジュウユ,名詞-普通名詞-一般,0,0
ピッチング,ピッチング,名詞-普通名詞-サ変可能,0,0
特注,トクチュウ,名詞-普通名詞-サ変可能,0,0
わい小,ワイショウ,名詞-普通名詞-形状詞可能,0,0
よもや,ヨモヤ,副詞,0,0
マッハ,マッハ,名詞-普通名詞-一般,0,0
薄情,ハクジョウ,名詞-普通名詞-形状詞可能,0,0
百合根,ユリネ,名詞-普通名詞-一般,0,0
樟,クヌギ,名詞-普通名詞-一般,0,0
もみあう,モミアウ,動詞-一般,五段-ワア行-一般,終止形-一般
しあう,シアウ,動詞-一般,五段-ワア行-一般,連体形-一般
スポーツマン,スポーツマン,名詞-普通名詞-一般,0,0
それ,ソレ,名詞-普通名詞-一般,0,0
捕食,ホショク,名詞-普通名詞-サ変可能,0,0
白兵,ハクヘイ,名詞-普通名詞-一般,0,0
風呂上がり,フロアガリ,名詞-普通名詞-一般,0,0
テースト,テースト,名詞-普通名詞-一般,0,0
秘法,ヒホウ,名詞-普通名詞-一般,0,0
パーフェクト,パーフェクト,名詞-普通名詞-形状詞可能,0,0
シュガー,シュガー,名詞-普通名詞-一般,0,0
六方,ロッポウ,名詞-普通名詞-一般,0,0
自刃,ジジン,名詞-普通名詞-サ変可能,0,0
代役,ダイヤク,名詞-普通名詞-一般,0,0
力まかせ,チカラマカセ,形状詞-一般,0,0
随伴,ズイハン,名詞-普通名詞-サ変可能,0,0
トランペット,トランペット,名詞-普通名詞-一般,0,0
震動,シンドウ,名詞-普通名詞-サ変可能,0,0
哀悼,アイトウ,名詞-普通名詞-サ変可能,0,0
偽物,ニセモノ,名詞-普通名詞-一般,0,0
グローバリズム,グローバリズム,名詞-普通名詞-一般,0,0
貸し付ける,カシツケル,動詞-一般,下一段-カ行,終止形-一般
弁舌,ベンゼツ,名詞-普通名詞-一般,0,0
飲用,インヨウ,名詞-普通名詞-サ変可能,0,0
下等,カトウ,名詞-普通名詞-形状詞可能,0,0
礼賛,ライサン,名詞-普通名詞-サ変可能,0,0
エデン,エデン,名詞-普通名詞-一般,0,0
卸,オロシ,接尾辞-名詞的-一般,0,0
浅見,アザミ,名詞-普通名詞-一般,0,0
たわむ,タワム,動詞-一般,下一段-マ行,連用形-一般
素焼き,スヤキ,名詞-普通名詞-サ変可能,0,0
野合,ヤゴウ,名詞-普通名詞-一般,0,0
万丈,バンジョウ,名詞-普通名詞-一般,0,0
回り込む,マワリコム,動詞-一般,五段-マ行,連用形-一般
よる,ヨル,動詞-一般,文語四段-ラ行,連用形-一般
安打,アンダ,名詞-普通名詞-サ変可能,0,0
淑女,シュクジョ,名詞-普通名詞-一般,0,0
黄緑,キミドリ,名詞-普通名詞-一般,0,0
目する,モクスル,動詞-一般,サ行変格,連用形-一般
プロポーション,プロポーション,名詞-普通名詞-一般,0,0
岐路,キロ,名詞-普通名詞-一般,0,0
ふ,フ,名詞-普通名詞-一般,0,0
埋め合わせ,ウメアワセ,名詞-普通名詞-サ変可能,0,0
高鳴る,タカナル,動詞-一般,五段-ラ行-一般,終止形-一般
雨降り,アメフリ,名詞-普通名詞-一般,0,0
儒,ジュ,名詞-普通名詞-一般,0,0
プログラマー,プログラマー,名詞-普通名詞-一般,0,0
廊,ロウ,名詞-普通名詞-一般,0,0
逆境,ギャッキョウ,名詞-普通名詞-一般,0,0
解きほぐす,トキホグス,動詞-一般,五段-サ行,連用形-一般
ぐいと,グイト,副詞,0,0
ファンシー,ファンシー,名詞-普通名詞-形状詞可能,0,0
刀身,トウシン,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-マ行,連用形-撥音便
両肩,リョウカタ,名詞-普通名詞-一般,0,0
既知,キチ,名詞-普通名詞-一般,0,0
抗日,コウニチ,名詞-普通名詞-一般,0,0
キリキリ,キリキリ,名詞-普通名詞-一般,0,0
豹変,ヒョウヘン,名詞-普通名詞-サ変可能,0,0
残滓,ザンシ,名詞-普通名詞-一般,0,0
懇,ネンゴロ,形状詞-一般,0,0
邪気,ジャキ,名詞-普通名詞-一般,0,0
紅潮,コウチョウ,名詞-普通名詞-サ変可能,0,0
常態,ジョウタイ,名詞-普通名詞-一般,0,0
たしなみ,タシナミ,名詞-普通名詞-一般,0,0
主将,シュショウ,名詞-普通名詞-一般,0,0
立腹,リップク,名詞-普通名詞-サ変可能,0,0
古文,コブン,名詞-普通名詞-一般,0,0
雲泥,ウンデイ,名詞-普通名詞-一般,0,0
八重,ヤエ,名詞-普通名詞-一般,0,0
妻帯,サイタイ,名詞-普通名詞-サ変可能,0,0
なぎ倒す,ナギタオス,動詞-一般,五段-サ行,連用形-一般
外堀,ソトボリ,名詞-普通名詞-一般,0,0
難病,ナンビョウ,名詞-普通名詞-一般,0,0
樹林,ジュリン,名詞-普通名詞-一般,0,0
管財,カンザイ,名詞-普通名詞-一般,0,0
垂れ込める,タレコメル,動詞-一般,下一段-マ行,連用形-一般
疎む,ウトム,動詞-一般,五段-マ行,未然形-一般
両耳,リョウジ,名詞-普通名詞-一般,0,0
ショーツ,ショーツ,名詞-普通名詞-一般,0,0
分派,ブンパ,名詞-普通名詞-サ変可能,0,0
初見,ショケン,名詞-普通名詞-一般,0,0
何度,ナンド,名詞-普通名詞-一般,0,0
茶人,チャジン,名詞-普通名詞-一般,0,0
所員,ショイン,名詞-普通名詞-一般,0,0
二の足,ニノアシ,名詞-普通名詞-一般,0,0
ギプス,ギプス,名詞-普通名詞-一般,0,0
薬学,ヤクガク,名詞-普通名詞-一般,0,0
ムカデ,ムカデ,名詞-普通名詞-一般,0,0
食い入る,クイイル,動詞-一般,五段-ラ行-一般,連体形-一般
ブルク,ブルク,名詞-普通名詞-一般,0,0
ビーン,ビーン,名詞-普通名詞-一般,0,0
訳注,ヤクチュウ,名詞-普通名詞-一般,0,0
山積,サンセキ,名詞-普通名詞-サ変可能,0,0
反旗,ハンキ,名詞-普通名詞-一般,0,0
錦絵,ニシキエ,名詞-普通名詞-一般,0,0
起算,キサン,名詞-普通名詞-サ変可能,0,0
エタノール,エタノール,名詞-普通名詞-一般,0,0
スピーディー,スピーディー,形状詞-一般,0,0
加瀬,カセ,名詞-普通名詞-一般,0,0
如意,ニョイ,名詞-普通名詞-一般,0,0
ＲＢ,#N/A,名詞-普通名詞-一般,0,0
胸板,ムナイタ,名詞-普通名詞-一般,0,0
転載,テンサイ,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
累進,ルイシン,名詞-普通名詞-サ変可能,0,0
入りびたる,イリビタル,動詞-一般,五段-ラ行-一般,連用形-促音便
バイオス,バイオス,名詞-普通名詞-一般,0,0
バニラ,バニラ,名詞-普通名詞-一般,0,0
ぽかん,ポカン,副詞,0,0
プロモーション,プロモーション,名詞-普通名詞-一般,0,0
マウンテン,マウンテン,名詞-普通名詞-一般,0,0
ＩＳ,アイエス,名詞-普通名詞-一般,0,0
コカイン,コカイン,名詞-普通名詞-一般,0,0
成敗,セイバイ,名詞-普通名詞-サ変可能,0,0
引き回す,ヒキマワス,動詞-一般,五段-サ行,未然形-一般
アポ,アポ,名詞-普通名詞-一般,0,0
ファシスト,ファシスト,名詞-普通名詞-一般,0,0
バイアス,バイアス,名詞-普通名詞-一般,0,0
ゆえん,ユエン,名詞-普通名詞-一般,0,0
即断,ソクダン,名詞-普通名詞-サ変可能,0,0
文例,ブンレイ,名詞-普通名詞-一般,0,0
整地,セイチ,名詞-普通名詞-サ変可能,0,0
洋装,ヨウソウ,名詞-普通名詞-サ変可能,0,0
取り合わせ,トリアワセ,名詞-普通名詞-一般,0,0
おく面,オクメン,名詞-普通名詞-一般,0,0
国是,コクゼ,名詞-普通名詞-一般,0,0
尾ひれ,オヒレ,名詞-普通名詞-一般,0,0
戒厳,カイゲン,名詞-普通名詞-一般,0,0
ニス,ニス,名詞-普通名詞-一般,0,0
続けざま,ツヅケザマ,名詞-普通名詞-形状詞可能,0,0
組閣,ソカク,名詞-普通名詞-サ変可能,0,0
支線,シセン,名詞-普通名詞-一般,0,0
差し置く,サシオク,動詞-一般,五段-カ行-一般,連用形-イ音便
ＧＰ,ジーピー,名詞-普通名詞-一般,0,0
外道,ゲドウ,名詞-普通名詞-一般,0,0
風当たり,カゼアタリ,名詞-普通名詞-一般,0,0
査察,ササツ,名詞-普通名詞-サ変可能,0,0
ハイム,ハイム,名詞-普通名詞-一般,0,0
職歴,ショクレキ,名詞-普通名詞-一般,0,0
誤報,ゴホウ,名詞-普通名詞-一般,0,0
いけす,イケス,名詞-普通名詞-一般,0,0
極悪,ゴクアク,名詞-普通名詞-形状詞可能,0,0
フェラチオ,フェラチオ,名詞-普通名詞-一般,0,0
ねじ込む,ネジコム,動詞-一般,五段-マ行,連用形-撥音便
開園,カイエン,名詞-普通名詞-サ変可能,0,0
具象,グショウ,名詞-普通名詞-一般,0,0
国事,コクジ,名詞-普通名詞-一般,0,0
ジメジメ,ジメジメ,副詞,0,0
国粋,コクスイ,名詞-普通名詞-一般,0,0
取らす,トラス,動詞-一般,五段-サ行,未然形-一般
すり鉢,スリバチ,名詞-普通名詞-一般,0,0
泣きつく,ナキツク,動詞-一般,五段-カ行-一般,連用形-イ音便
風速,フウソク,名詞-普通名詞-一般,0,0
ガクガク,ガクガク,副詞,0,0
血痕,ケッコン,名詞-普通名詞-一般,0,0
力づける,チカラヅケル,動詞-一般,下一段-カ行,連体形-一般
正念,ショウネン,名詞-普通名詞-一般,0,0
打席,ダセキ,名詞-普通名詞-一般,0,0
ノスタルジア,ノスタルジア,名詞-普通名詞-一般,0,0
染料,センリョウ,名詞-普通名詞-一般,0,0
寸分,スンブン,名詞-普通名詞-一般,0,0
処世,ショセイ,名詞-普通名詞-一般,0,0
熱望,ネツボウ,名詞-普通名詞-サ変可能,0,0
腰巻き,コシマキ,名詞-普通名詞-一般,0,0
ゲージ,ゲージ,名詞-普通名詞-一般,0,0
丸裸,マルハダカ,名詞-普通名詞-一般,0,0
打球,ダキュウ,名詞-普通名詞-一般,0,0
捕縛,ホバク,名詞-普通名詞-サ変可能,0,0
本科,ホンカ,名詞-普通名詞-一般,0,0
スパン,スパン,名詞-普通名詞-一般,0,0
脱がす,ヌガス,動詞-一般,五段-サ行,連用形-一般
なめまわす,ナメマワス,動詞-一般,五段-サ行,連体形-一般
逃げ腰,ニゲゴシ,名詞-普通名詞-形状詞可能,0,0
芸大,ゲイダイ,名詞-普通名詞-一般,0,0
インディーズ,インディーズ,名詞-普通名詞-一般,0,0
もみ消す,モミケス,動詞-一般,五段-サ行,連用形-一般
焦げ,コゲ,名詞-普通名詞-一般,0,0
令状,レイジョウ,名詞-普通名詞-一般,0,0
