word,katakana,part_of_speech,conjugation_type,conjugated_form_example
次官,ジカン,名詞-普通名詞-一般,0,0
キュウリ,キュウリ,名詞-普通名詞-一般,0,0
尊厳,ソンゲン,名詞-普通名詞-一般,0,0
行き先,イキサキ,名詞-普通名詞-一般,0,0
寄り添う,ヨリソウ,動詞-一般,五段-ワア行-一般,連体形-一般
算出,サンシュツ,名詞-普通名詞-サ変可能,0,0
レモン,レモン,名詞-普通名詞-一般,0,0
平面,ヘイメン,名詞-普通名詞-一般,0,0
没頭,ボットウ,名詞-普通名詞-サ変可能,0,0
定め,サダメ,名詞-普通名詞-一般,0,0
休業,キュウギョウ,名詞-普通名詞-サ変可能,0,0
大嫌い,ダイキライ,形状詞-一般,0,0
通商,ツウショウ,名詞-普通名詞-サ変可能,0,0
叙述,ジョジュツ,名詞-普通名詞-サ変可能,0,0
焼酎,ショウチュウ,名詞-普通名詞-一般,0,0
射る,イル,動詞-一般,上一段-ア行,連用形-一般
時分,ジブン,名詞-普通名詞-副詞可能,0,0
エアコン,エアコン,名詞-普通名詞-一般,0,0
正午,ショウゴ,名詞-普通名詞-副詞可能,0,0
追い越す,オイコス,動詞-一般,五段-サ行,命令形
症候,ショウコウ,名詞-普通名詞-一般,0,0
飛び立つ,トビタツ,動詞-一般,五段-タ行,未然形-一般
宿舎,シュクシャ,名詞-普通名詞-一般,0,0
泣き,ナキ,名詞-普通名詞-一般,0,0
芽生える,メバエル,動詞-一般,下一段-ア行,連用形-一般
税理,ゼイリ,名詞-普通名詞-一般,0,0
携える,タズサエル,動詞-一般,下一段-ア行,連用形-一般
なおかつ,ナオカツ,副詞,0,0
手持ち,テモチ,名詞-普通名詞-一般,0,0
足首,アシクビ,名詞-普通名詞-一般,0,0
月給,ゲッキュウ,名詞-普通名詞-一般,0,0
運賃,ウンチン,名詞-普通名詞-一般,0,0
激減,ゲキゲン,名詞-普通名詞-サ変可能,0,0
許し,ユルシ,名詞-普通名詞-一般,0,0
ゴールデン,ゴールデン,名詞-普通名詞-一般,0,0
かみしめる,カミシメル,動詞-一般,下一段-マ行,連用形-一般
シール,シール,名詞-普通名詞-サ変可能,0,0
送付,ソウフ,名詞-普通名詞-サ変可能,0,0
錠,ジョウ,接尾辞-名詞的-助数詞,0,0
芝,シバ,名詞-普通名詞-一般,0,0
彩り,イロドリ,名詞-普通名詞-一般,0,0
町づくり,マチヅクリ,名詞-普通名詞-一般,0,0
政界,セイカイ,名詞-普通名詞-一般,0,0
レール,レール,名詞-普通名詞-一般,0,0
歌舞伎,カブキ,名詞-普通名詞-一般,0,0
評議,ヒョウギ,名詞-普通名詞-サ変可能,0,0
ごとく,ゴトク,動詞-一般,文語四段-カ行,連用形-一般
自給,ジキュウ,名詞-普通名詞-サ変可能,0,0
無礼,ブレイ,名詞-普通名詞-形状詞可能,0,0
海底,カイテイ,名詞-普通名詞-一般,0,0
傷口,キズグチ,名詞-普通名詞-一般,0,0
同社,ドウシャ,名詞-普通名詞-一般,0,0
遠方,エンポウ,名詞-普通名詞-一般,0,0
本意,ホンイ,名詞-普通名詞-一般,0,0
清算,セイサン,名詞-普通名詞-サ変可能,0,0
通帳,ツウチョウ,名詞-普通名詞-一般,0,0
ジャンプ,ジャンプ,名詞-普通名詞-サ変可能,0,0
架空,カクウ,名詞-普通名詞-形状詞可能,0,0
入れ替える,イレカエル,動詞-一般,下一段-ア行,連体形-一般
暗黒,アンコク,名詞-普通名詞-一般,0,0
いらだつ,イラダツ,動詞-一般,五段-タ行,連用形-促音便
思い込み,オモイコミ,名詞-普通名詞-一般,0,0
体型,タイケイ,名詞-普通名詞-一般,0,0
取り残す,トリノコス,動詞-一般,五段-サ行,未然形-一般
帰還,キカン,名詞-普通名詞-サ変可能,0,0
ジャングル,ジャングル,名詞-普通名詞-一般,0,0
窮屈,キュウクツ,形状詞-一般,0,0
のう,ノウ,助詞-終助詞,0,0
張り付く,ハリツク,動詞-一般,五段-カ行-一般,連用形-イ音便
標識,ヒョウシキ,名詞-普通名詞-一般,0,0
解読,カイドク,名詞-普通名詞-サ変可能,0,0
やぐら,ヤグラ,名詞-普通名詞-一般,0,0
反感,ハンカン,名詞-普通名詞-一般,0,0
惑星,ワクセイ,名詞-普通名詞-一般,0,0
最善,サイゼン,名詞-普通名詞-一般,0,0
肝臓,カンゾウ,名詞-普通名詞-一般,0,0
踏み入れる,フミイレル,動詞-一般,下一段-ラ行-一般,終止形-一般
骨格,コッカク,名詞-普通名詞-一般,0,0
一揆,イッキ,名詞-普通名詞-一般,0,0
北西,ホクセイ,名詞-普通名詞-一般,0,0
各社,カクシャ,名詞-普通名詞-一般,0,0
昭,ショウ,名詞-固有名詞-一般,0,0
基調,キチョウ,名詞-普通名詞-一般,0,0
対日,タイニチ,名詞-普通名詞-一般,0,0
理科,リカ,名詞-普通名詞-一般,0,0
吐き気,ハキケ,名詞-普通名詞-一般,0,0
バックアップ,バックアップ,名詞-普通名詞-サ変可能,0,0
帰属,キゾク,名詞-普通名詞-サ変可能,0,0
琵琶,ビワ,名詞-固有名詞-地名-一般,0,0
見積もり,ミツモリ,名詞-普通名詞-一般,0,0
下痢,ゲリ,名詞-普通名詞-サ変可能,0,0
防備,ボウビ,名詞-普通名詞-サ変可能,0,0
確固,カッコ,形状詞-タリ,0,0
思い浮かぶ,オモイウカブ,動詞-一般,五段-バ行,終止形-一般
連隊,レンタイ,名詞-普通名詞-一般,0,0
殺到,サットウ,名詞-普通名詞-サ変可能,0,0
どっと,ドット,副詞,0,0
漬け,ツケル,接尾辞-名詞的-一般,0,0
凝視,ギョウシ,名詞-普通名詞-サ変可能,0,0
梨,ナシ,名詞-普通名詞-一般,0,0
生々しい,ナマナマシイ,形容詞-一般,形容詞,語幹-一般
得点,トクテン,名詞-普通名詞-サ変可能,0,0
騎馬,キバ,名詞-普通名詞-一般,0,0
楽観,ラッカン,名詞-普通名詞-サ変可能,0,0
興,キョウ,名詞-普通名詞-一般,0,0
すかさず,スカサズ,副詞,0,0
幼少,ヨウショウ,名詞-普通名詞-一般,0,0
あの世,アノヨ,名詞-普通名詞-一般,0,0
クーラー,クーラー,名詞-普通名詞-一般,0,0
史上,シジョウ,名詞-普通名詞-一般,0,0
フィルター,フィルター,名詞-普通名詞-一般,0,0
インターナショナル,インターナショナル,名詞-普通名詞-形状詞可能,0,0
選出,センシュツ,名詞-普通名詞-サ変可能,0,0
独創,ドクソウ,名詞-普通名詞-サ変可能,0,0
隅々,スミズミ,名詞-普通名詞-一般,0,0
レーザー,レーザー,名詞-普通名詞-一般,0,0
人影,ヒトカゲ,名詞-普通名詞-一般,0,0
無断,ムダン,名詞-普通名詞-一般,0,0
法務,ホウム,名詞-普通名詞-一般,0,0
潮流,チョウリュウ,名詞-普通名詞-一般,0,0
エコ,エコ,名詞-普通名詞-サ変可能,0,0
麻酔,マスイ,名詞-普通名詞-サ変可能,0,0
ちょうちん,チョウチン,名詞-普通名詞-一般,0,0
物価,ブッカ,名詞-普通名詞-一般,0,0
海洋,カイヨウ,名詞-普通名詞-一般,0,0
傲慢,ゴウマン,名詞-普通名詞-形状詞可能,0,0
味わい,アジワイ,名詞-普通名詞-一般,0,0
イング,イング,名詞-普通名詞-一般,0,0
家電,カデン,名詞-普通名詞-一般,0,0
体格,タイカク,名詞-普通名詞-一般,0,0
納付,ノウフ,名詞-普通名詞-サ変可能,0,0
堤防,テイボウ,名詞-普通名詞-一般,0,0
駆け込む,カケコム,動詞-一般,五段-マ行,連用形-撥音便
外界,ガイカイ,名詞-普通名詞-一般,0,0
在,ザイ,接頭辞,0,0
柿,カキ,名詞-普通名詞-一般,0,0
びょうぶ,ビョウブ,名詞-普通名詞-一般,0,0
たやすい,タヤスイ,形容詞-一般,形容詞,終止形-一般
沈める,シズメル,動詞-一般,下一段-マ行,終止形-一般
白黒,シロクロ,名詞-普通名詞-サ変可能,0,0
炭素,タンソ,名詞-普通名詞-一般,0,0
液晶,エキショウ,名詞-普通名詞-一般,0,0
ストア,ストア,名詞-普通名詞-一般,0,0
ノン,ノン,名詞-普通名詞-一般,0,0
通学,ツウガク,名詞-普通名詞-サ変可能,0,0
味付け,アジツケ,名詞-普通名詞-サ変可能,0,0
アット,アット,名詞-普通名詞-一般,0,0
タブー,タブー,名詞-普通名詞-一般,0,0
臣,シン,名詞-普通名詞-一般,0,0
通り抜ける,トオリヌケル,動詞-一般,下一段-カ行,終止形-一般
日向,ヒナタ,名詞-普通名詞-一般,0,0
服従,フクジュウ,名詞-普通名詞-サ変可能,0,0
準ずる,ジュンズル,動詞-一般,ザ行変格,終止形-一般
ダルマ,ダルマ,名詞-普通名詞-一般,0,0
消え去る,キエサル,動詞-一般,五段-ラ行-一般,終止形-一般
直観,チョッカン,名詞-普通名詞-サ変可能,0,0
引きかえる,ヒキカエル,動詞-一般,下一段-ア行,連用形-一般
来客,ライキャク,名詞-普通名詞-一般,0,0
ろくな,ロクナ,連体詞,0,0
無名,ムメイ,名詞-普通名詞-一般,0,0
実物,ジツブツ,名詞-普通名詞-一般,0,0
込み上げる,コミアゲル,動詞-一般,下一段-ガ行,連用形-一般
建立,コンリュウ,名詞-普通名詞-サ変可能,0,0
軍部,グンブ,名詞-普通名詞-一般,0,0
言論,ゲンロン,名詞-普通名詞-一般,0,0
極楽,ゴクラク,名詞-普通名詞-一般,0,0
属性,ゾクセイ,名詞-普通名詞-一般,0,0
浪費,ロウヒ,名詞-普通名詞-サ変可能,0,0
脱走,ダッソウ,名詞-普通名詞-サ変可能,0,0
伐採,バッサイ,名詞-普通名詞-サ変可能,0,0
平方,ヘイホウ,名詞-普通名詞-サ変可能,0,0
ベンチャー,ベンチャー,名詞-普通名詞-一般,0,0
キャベツ,キャベツ,名詞-普通名詞-一般,0,0
軍勢,グンゼイ,名詞-普通名詞-一般,0,0
分業,ブンギョウ,名詞-普通名詞-サ変可能,0,0
修業,シュギョウ,名詞-普通名詞-サ変可能,0,0
明け,アケ,名詞-普通名詞-一般,0,0
助成,ジョセイ,名詞-普通名詞-サ変可能,0,0
若年,ジャクネン,名詞-普通名詞-一般,0,0
まみれる,マミレル,動詞-一般,下一段-ラ行-一般,連用形-一般
送料,ソウリョウ,名詞-普通名詞-一般,0,0
ほうび,ホウビ,名詞-普通名詞-一般,0,0
藤,フジ,名詞-普通名詞-一般,0,0
お握り,オニギリ,名詞-普通名詞-一般,0,0
飛び上がる,トビアガル,動詞-一般,五段-ラ行-一般,連用形-一般
メロディー,メロディー,名詞-普通名詞-一般,0,0
酔っ払う,ヨッパラウ,動詞-一般,五段-ワア行-一般,連用形-促音便
のこぎり,ノコギリ,名詞-普通名詞-一般,0,0
否む,イナム,動詞-一般,下一段-マ行,未然形-一般
しんどい,シンドイ,形容詞-一般,形容詞,連体形-一般
割り込む,ワリコム,動詞-一般,五段-マ行,連用形-撥音便
中流,チュウリュウ,名詞-普通名詞-一般,0,0
避妊,ヒニン,名詞-普通名詞-サ変可能,0,0
花びら,ハナビラ,名詞-普通名詞-一般,0,0
少子,ショウシ,名詞-普通名詞-一般,0,0
拝む,オガム,動詞-一般,五段-マ行,連用形-一般
居心地,イゴコチ,名詞-普通名詞-一般,0,0
原発,ゲンパツ,名詞-普通名詞-一般,0,0
景観,ケイカン,名詞-普通名詞-一般,0,0
けいれん,ケイレン,名詞-普通名詞-サ変可能,0,0
骨折,コッセツ,名詞-普通名詞-サ変可能,0,0
ベイ,ベイ,名詞-普通名詞-一般,0,0
ふっと,フット,副詞,0,0
山地,サンチ,名詞-普通名詞-一般,0,0
ゆえん,ユエン,名詞-普通名詞-一般,0,0
全域,ゼンイキ,名詞-普通名詞-一般,0,0
質的,シツテキ,形状詞-一般,0,0
生体,セイタイ,名詞-普通名詞-一般,0,0
アーチスト,アーチスト,名詞-普通名詞-一般,0,0
縄文,ジョウモン,名詞-普通名詞-一般,0,0
ロール,ロール,名詞-普通名詞-サ変可能,0,0
古今,ココン,名詞-普通名詞-一般,0,0
ゾーン,ゾーン,名詞-普通名詞-一般,0,0
強要,キョウヨウ,名詞-普通名詞-サ変可能,0,0
百貨,ヒャッカ,名詞-普通名詞-一般,0,0
出動,シュツドウ,名詞-普通名詞-サ変可能,0,0
飛び交う,トビカウ,動詞-一般,五段-ワア行-一般,連用形-促音便
溶け込む,トケコム,動詞-一般,五段-マ行,連用形-一般
一室,イッシツ,名詞-普通名詞-一般,0,0
暁,アカツキ,名詞-普通名詞-一般,0,0
無償,ムショウ,名詞-普通名詞-一般,0,0
給,キュウ,接尾辞-名詞的-一般,0,0
別名,ベツメイ,名詞-普通名詞-一般,0,0
受講,ジュコウ,名詞-普通名詞-サ変可能,0,0
かくて,カクテ,副詞,0,0
くれぐれ,クレグレ,副詞,0,0
秘訣,ヒケツ,名詞-普通名詞-一般,0,0
国外,コクガイ,名詞-普通名詞-一般,0,0
公民,コウミン,名詞-普通名詞-一般,0,0
宿る,ヤドル,動詞-一般,五段-ラ行-一般,未然形-一般
ヤシ,ヤシ,名詞-普通名詞-一般,0,0
排水,ハイスイ,名詞-普通名詞-サ変可能,0,0
納税,ノウゼイ,名詞-普通名詞-サ変可能,0,0
健在,ケンザイ,名詞-普通名詞-形状詞可能,0,0
日時,ニチジ,名詞-普通名詞-一般,0,0
ごみ箱,ゴミバコ,名詞-普通名詞-一般,0,0
筆記,ヒッキ,名詞-普通名詞-サ変可能,0,0
国務,コクム,名詞-普通名詞-一般,0,0
ハエ,ハエ,名詞-普通名詞-一般,0,0
遣い,ツカイ,接尾辞-名詞的-一般,0,0
試練,シレン,名詞-普通名詞-一般,0,0
ディーラー,ディーラー,名詞-普通名詞-一般,0,0
運輸,ウンユ,名詞-普通名詞-一般,0,0
彼氏,カレシ,名詞-普通名詞-一般,0,0
空ける,アケル,動詞-一般,下一段-カ行,連用形-一般
くわ,クワ,名詞-普通名詞-一般,0,0
収納,シュウノウ,名詞-普通名詞-サ変可能,0,0
葬る,ホウムル,動詞-一般,五段-ラ行-一般,未然形-一般
清掃,セイソウ,名詞-普通名詞-サ変可能,0,0
対談,タイダン,名詞-普通名詞-サ変可能,0,0
抗争,コウソウ,名詞-普通名詞-サ変可能,0,0
投げ込む,ナゲコム,動詞-一般,五段-マ行,連用形-撥音便
遠ざける,トオザケル,動詞-一般,下一段-カ行,連用形-一般
和尚,オショウ,名詞-普通名詞-一般,0,0
所定,ショテイ,名詞-普通名詞-一般,0,0
劇団,ゲキダン,名詞-普通名詞-一般,0,0
発動,ハツドウ,名詞-普通名詞-サ変可能,0,0
カシ,カシ,名詞-普通名詞-一般,0,0
ユーモア,ユーモア,名詞-普通名詞-一般,0,0
ピストル,ピストル,名詞-普通名詞-一般,0,0
むき出し,ムキダシ,名詞-普通名詞-一般,0,0
強度,キョウド,名詞-普通名詞-一般,0,0
超越,チョウエツ,名詞-普通名詞-サ変可能,0,0
茎,クキ,名詞-普通名詞-一般,0,0
受託,ジュタク,名詞-普通名詞-サ変可能,0,0
ミネラル,ミネラル,名詞-普通名詞-一般,0,0
捕獲,ホカク,名詞-普通名詞-サ変可能,0,0
至上,シジョウ,名詞-普通名詞-一般,0,0
心構え,ココロガマエ,名詞-普通名詞-一般,0,0
休息,キュウソク,名詞-普通名詞-サ変可能,0,0
雀,スズメ,名詞-普通名詞-一般,0,0
序列,ジョレツ,名詞-普通名詞-一般,0,0
稼ぎ,カセギ,名詞-普通名詞-一般,0,0
採取,サイシュ,名詞-普通名詞-サ変可能,0,0
飛び降りる,トビオリル,動詞-一般,上一段-ラ行,連用形-一般
乗ずる,ジョウズル,動詞-一般,ザ行変格,連体形-一般
繰り出す,クリダス,動詞-一般,五段-サ行,連用形-一般
洗い,アライ,名詞-普通名詞-一般,0,0
しゃれる,シャレル,動詞-一般,下一段-ラ行-一般,連用形-一般
対人,タイジン,名詞-普通名詞-一般,0,0
思い立つ,オモイタツ,動詞-一般,五段-タ行,連用形-促音便
気取る,キドル,動詞-一般,五段-ラ行-一般,未然形-一般
揺らぐ,ユラグ,動詞-一般,五段-ガ行,連用形-イ音便
髪型,カミガタ,名詞-普通名詞-一般,0,0
ビルマ,ビルマ,名詞-固有名詞-地名-国,0,0
株価,カブカ,名詞-普通名詞-一般,0,0
付け根,ツケネ,名詞-普通名詞-一般,0,0
ダム,ダム,名詞-普通名詞-一般,0,0
どんぶり,ドンブリ,接尾辞-名詞的-一般,0,0
遊戯,ユウギ,名詞-普通名詞-サ変可能,0,0
砕ける,クダケル,動詞-一般,下一段-カ行,連用形-一般
平常,ヘイジョウ,名詞-普通名詞-一般,0,0
歩き回る,アルキマワル,動詞-一般,五段-ラ行-一般,連用形-一般
うんと,ウント,副詞,0,0
えい,エイ,感動詞-一般,0,0
陰謀,インボウ,名詞-普通名詞-一般,0,0
投手,トウシュ,名詞-普通名詞-一般,0,0
過大,カダイ,名詞-普通名詞-形状詞可能,0,0
ばかげる,バカゲル,動詞-一般,下一段-ガ行,連用形-一般
パイ,パイ,名詞-普通名詞-一般,0,0
はじける,ハジケル,動詞-一般,下一段-カ行,終止形-一般
